CDH2_CDH2
INSL5_RXFP4
INSL5_RXFP3
ENG_CDH5
FGB_CDH5
ANGPTL4_CDH5
TGFBR1_CDH5
TGFBR2_CDH5
MIA_CDH7
OCLN_OCLN
IL18BP_LILRA3
IL18BP_KIR3DL3
PTN_CDH10
ANGPTL4_CDH11
TSPAN5_TSPAN13
SEMA6D_PLXNC1
ADAM10_TSPAN5
TSPAN3_ADAM10
ADAM10_EFNA3
EPHA3_ADAM10
ADAM10_TSPAN15
ADAM10_TSPAN17
ADAM10_TSPAN33
ADAM10_NOTCH1
ADAM10_CLDN11
AXL_ADAM10
ADAM10_DDR1
ADAM10_TSPAN14
ADAM10_TSPAN10
ADM2_CALCRL
MPZL3_MPZL2
ANGPTL7_LILRB2
GDF11_ACVR1C
ADM2_RAMP2
DCLK3_RAMP2
ADM2_RAMP1
DCLK3_RAMP1
ADM2_RAMP3
DCLK3_RAMP3
LILRB2_SIGLEC14
LILRB2_LILRA3
TNFRSF13C_LILRB2
ANGPTL2_LILRB2
LILRB2_SIGLEC9
LILRB2_SIGLEC15
PILRA_LILRB2
IL23A_LILRB2
FSTL5_LILRB2
BTNL8_LILRB2
LILRB2_SIGLEC10
NMU_NMUR1
NMS_NMUR1
ZG16B_TLR6
CCL26_CCR2
HAVCR1_BTN3A3
CD52_SIGLEC10
CEACAM6_CEACAM5
RETN_CAP1
SEMA6B_PLXNA4
SEMA4D_PLXNB2
SEMA4B_CLCP1
SEMA3C_PLXND1
PROCR_SIGLEC10
CEL_CXCR4
CXCL13_ACKR4
CXCL16_CXCR6
TNFSF13B_TNFRSF13C
TNFSF13B_TNFRSF13B
CLDN16_CLDN19
CLDN14_CLDN16
TRPV5_CLDN16
CNTN5_CHL1
FSTL5_CHL1
HSP90AA1_CFTR
TJP1_CFTR
CGA_LHCGR
LILRB1_EDAR
LILRB1_ILDR1
BTNL8_LILRB1
LILRB1_CEACAM21
MICA_HCST
ULBP3_HCST
ULBP2_HCST
NMU_NMUR2
CEACAM6_CEACAM8
NPVF_NPFFR2
PROK2_PROKR1
PROK1_PROKR1
FLT4_CEACAM4
CEACAM4_PDCD1LG2
PILRA_LILRB5
TNFRSF12A_LILRB5
CD300LB_LILRA1
PILRA_LILRA1
TNFRSF12A_LILRA1
IL23A_LILRA1
FSTL5_LILRA1
BTNL8_LILRA1
TNFRSF12A_LILRB3
BTNL8_LILRB3
BTN3A1_LILRA3
LILRA3_PILRB
PILRA_LILRA3
TNFRSF12A_LILRA3
SEMA3G_LILRA3
BTNL8_LILRA3
PILRA_BTN3A2
DSCAML1_PTPRT
IL1RAPL1_PILRB
KIR3DL3_HHLA2
TMIGD2_HHLA2
SLURP2_CHRNA3
SLURP1_CHRNA3
SLURP2_CHRNA4
SLURP1_CHRNA4
SLURP2_CHRNA7
SLURP1_CHRNA7
SLURP2_CHRNB2
SLURP1_CHRNB2
SLURP2_CHRNB4
SLURP1_CHRNB4
CISH_EPOR
ADCYAP1_ADCYAP1R1
ADCYAP1_DPP4
ADCYAP1_VIPR1
ADCYAP1_VIPR2
VIP_ADCYAP1R1
RLN3_RXFP2
RLN3_RXFP4
CLU_TREM2
JAML_JAML
CCL26_CCR1
CCL2_CCR1
CCL3_CCR1
CCL3L1_CCR1
CCL4_CCR1
CCL5_CCR1
CCL7_CCR1
CCL8_CCR1
CCL13_CCR1
CCL14_CCR1
CCL15_CCR1
CCL16_CCR1
CCL23_CCR1
CCL26_CCR3
CXCL10_CCR3
CXCL9_CCR3
CCL28_CCR3
CCL2_CCR3
CCL3_CCR3
CCL3L1_CCR3
CCL4_CCR3
CCL5_CCR3
CCL7_CCR3
CCL8_CCR3
CCL11_CCR3
CCL13_CCR3
CCL14_CCR3
CCL15_CCR3
CCL18_CCR3
CCL24_CCR3
CXCL11_CCR3
CCL5_CCR4
CCL17_CCR4
CCL22_CCR4
CCL26_CCR5
ACKR1_CCR5
GNAI2_CCR5
CCL3L3_CCR5
ORM1_CCR5
CCL2_CCR5
CCL3_CCR5
CCL3L1_CCR5
CCL4_CCR5
CCL5_CCR5
CCL7_CCR5
CCL8_CCR5
CCL11_CCR5
CCL13_CCR5
CCL14_CCR5
CCL16_CCR5
CXCR4_CCR5
CCL20_CCR6
TNFSF10_CCR6
CCL19_CCR7
CCL21_CCR7
CXCR4_CCR7
CCL1_CCR8
CCL4_CCR8
CCL16_CCR8
CCL17_CCR8
CCL26_ACKR2
CCL27_ACKR2
CCL4L1_ACKR2
CCL28_ACKR2
CCL2_ACKR2
CCL3_ACKR2
CCL3L1_ACKR2
CCL4_ACKR2
CCL5_ACKR2
CCL7_ACKR2
CCL8_ACKR2
CCL11_ACKR2
CCL13_ACKR2
CCL14_ACKR2
CCL17_ACKR2
CCL19_ACKR2
CCL22_ACKR2
CCL24_ACKR2
CCL25_ACKR2
RARRES2_CMKLR1
CD300LB_SIGLEC14
WFIKKN2_PRTG
TARM1_OSCAR
CNTF_IL6R
CNTF_IL6ST
NCR3_CNTFR
SORL1_CNTFR
KRTAP4-12_CNTFR
TNC_CNTN1
L1CAM_CNTN1
MCAM_CNTN1
NCAM1_CNTN1
CNTN1_NRCAM
PTPRZ1_CNTN1
CNTN1_PTPRZ2
CNTN1_CNTN2
THY1_CNTN1
COMP_COL1A1
VCAN_COL1A1
COL1A1_TMPRSS6
COL1A1_CD93
COL1A1_ITGA5
COL1A1_LAIR1
COL1A1_DDR2
COL1A1_SDC1
VWF_COL1A1
COMP_COL1A2
VCAN_COL1A2
COL1A2_CD93
COL1A2_ITGA2B
COL1A2_ITGB3
COL1A2_LAIR1
COL1A2_DDR2
COL1A2_SDC1
VWF_COL1A2
COL2A1_CD93
COL2A1_ITGA2B
COL2A1_LAIR1
COL2A1_MAG
MATN1_COL2A1
COL2A1_DDR2
COL2A1_TNFRSF10A
COL3A1_CD93
COL3A1_LAIR1
COL3A1_MAG
COL3A1_DDR2
COL3A1_SDC1
VWF_COL3A1
COL4A1_CD93
COL4A1_DDR2
VWF_COL4A1
COL4A2_CD93
COL4A2_DDR2
VWF_COL4A2
COL4A3_CD93
COL4A3_ITGB3
COL4A3_ITGB5
COL4A3_DDR2
VWF_COL4A3
COL4A4_CD93
COL4A4_DDR2
COL4A5_CD93
COL4A5_DDR2
VWF_COL4A5
COL4A6_CD93
COL4A6_DDR2
VWF_COL4A6
COL5A1_CD93
COL5A1_LAIR1
COL5A1_DDR2
COL5A1_SDC1
COL5A1_SDC3
COL5A2_CD93
COL5A2_LAIR1
COL5A2_DDR2
COL5A2_SDC1
COL8A1_ITGA1
COL8A1_ITGA2
COL9A1_MAG
COL9A2_MAG
COL9A3_MAG
COL10A1_LAIR1
NID2_COL13A1
FN1_COL13A1
HSPG2_COL13A1
COMP_ITGA7
CORT_MRGPRX2
CORT_GHSR
CORT_SSTR1
CORT_SSTR2
CORT_SSTR3
CORT_SSTR4
CORT_SSTR5
ADM_CALCRL
ADM_RAMP2
ADM_RAMP1
ADM_RAMP3
ADM_GPR182
ADM_MRGPRX2
ADM_ACKR3
ADM_CALCR
ADM_DCLK3
ADORA1_GRM1
ADO_ADORA1
ENTPD1_ADORA1
ADO_ADORA2A
ENTPD1_ADORA2A
DCC_ADORA2B
ADO_ADORA2B
ENTPD1_ADORA2B
EFNA2_CLDN4
CLDN4_EFNB1
TJP3_CLDN4
TJP1_CLDN4
MPDZ_CLDN4
TJP2_CLDN4
TJP3_CLDN3
TJP1_CLDN3
CLDN2_CLDN3
TJP2_CLDN3
CLDN19_CLDN7
TJP3_CLDN7
EPCAM_CLDN7
TJP1_CLDN7
TJP2_CLDN7
CD55_CR1
SIGLEC15_UNC5D
FCER2_CR2
HLA-DRA_CR2
HLA-DRB1_CR2
IFNA1_CR2
IFNA2_CR2
CRH_CRHR1
CRH_CRHR2
UCN3_CRHR1
UCN_CRHR1
UCN2_CRHR1
UCN3_CRHR2
UCN_CRHR2
UCN2_CRHR2
CRKL_EPOR
ADO_ADORA3
CRP_OLR1
HAPLN1_MICA
HAPLN1_ADGRA2
HAPLN1_PRTG
HAPLN1_TNFRSF11B
HAPLN1_IGDCC4
HAPLN1_TREML2
HAPLN1_MPIG6B
HAPLN1_IL1RL1
CSF1_CSF1R
IL34_CSF1R
CSF1R_PRLR
CSF2_CSF3R
CSF2_IL3RA
CSF2_SDC2
IL3_CSF2RA
IL5_CSF2RA
CSF3_CSF3R
CSH1_PRLR
BTNL9_LRFN5
VCAN_TLR6
VCAN_EGFR
FBLN1_VCAN
FBLN2_VCAN
VCAN_FN1
VCAN_TNC
VCAN_ITGA4
VCAN_ITGB1
VCAN_LDLR
LPL_VCAN
CCL21_VCAN
SELE_VCAN
SELL_VCAN
VCAN_SELP
VCAN_SELPLG
VCAN_TLR2
VCAN_TNR
VEGFA_VCAN
VCAN_TLR3
CD300LF_CD300LG
ADRA1B_CXCR4
ADRA1A_CXCR4
CCN2_ERBB4
CCN2_ITGAM
CCN2_ITGB2
CCN2_LRP1
CCN2_LRP6
CCN2_NTRK1
ICOSLG_CTLA4
CTLA4_SIGLEC10
CLDN19_CLDN19
CCL26_CX3CR1
CX3CL1_CX3CR1
IGSF10_IGSF11
CXADR_JAML
NPY_ADRB1
VIP_ADRB1
ADRB2_CCR7
EGFR_ADRB2
GRK5_ADRB2
INSR_ADRB2
KDR_ADRB2
ARRB2_ADRB2
NPY_ADRB2
ADRB2_CXCR4
GRK2_GRM1
AGRN_DAG1
DBP_ACKR1
DCC_VSIG4
DCC_DSCAM
IGFBPL1_DCC
DRAXIN_DCC
PSG7_DCC
PSG9_DCC
NTN4_DCC
NTN1_DCC
DCN_EGFR
DCN_ERBB4
DCN_IGF1R
DCN_KDR
DCN_LRP1
MET_DCN
TGFB1_DCN
DCN_TLR2
DCN_TLR4
IFNL2_IFNLR1
LAMA1_TMPRSS6
MATN1_ACAN
HAPLN1_AGER
MXRA5_AGER
HMGB1_AGER
LTF_AGER
S100A8_AGER
S100A9_AGER
MPIG6B_AGER
GCG_DPP4
GHRH_DPP4
GIP_DPP4
CXCL2_DPP4
IGF2R_DPP4
CXCL10_DPP4
CXCL9_DPP4
NPY_DPP4
NPPB_DPP4
PAM_DPP4
PYY_DPP4
PTPRC_DPP4
CCL5_DPP4
CCL11_DPP4
CCL22_DPP4
CXCL11_DPP4
CXCL12_DPP4
TAC1_DPP4
VIP_DPP4
CXCR4_DPP4
CARD11_DPP4
AGRP_MC1R
AGRP_MC3R
AGRP_MC4R
AGRP_MC5R
AGRP_SDC1
AGRP_SDC3
FLNA_DRD2
GNAI2_DRD2
FLNA_DRD3
CD46_JAG1
JAG1_NOTCH1
JAG1_NOTCH2
JAG1_NOTCH3
JAG1_NOTCH4
DSC1_DSG1
DSC1_DSG2
DSC2_DSG1
DSC2_DSG2
DSC3_DSG1
DSG2_DSC3
DSCAM_PTPRT
DSCAM_NOTCH3
PSG4_DSCAM
PSG6_DSCAM
PSG7_DSCAM
PSG9_DSCAM
DSCAM_PTPRK
DSCAM_PTPRM
NTN1_DSCAM
AGT_LRP2
AGT_MAS1
CD82_CD37
HBEGF_CD82
MMP1_HBEGF
GNAI2_AGTR2
GNAI3_AGTR2
TIMP3_AGTR2
APELA_APLNR
GFAP_APLNR
EDA_EDAR
EDA_EDA2R
PLTP_ABCA1
LIN7C_ABCA1
RIMS2_ABCA1
S1PR1_HTR1A
SPP1_S1PR1
LIPH_LPAR1
S1PR3_HTR1A
EDN1_EDNRA
EDN1_EDNRB
EDN1_KEL
EDN2_EDNRA
EDN2_EDNRB
EDN2_KEL
EDN3_EDNRA
EDN3_EDNRB
EDN3_KEL
EDNRA_GNA11
EDNRA_GNAI2
EDNRB_GNA11
EDNRB_GNAI2
EFNA1_EPHA2
EFNA1_EPHA1
EFNA1_EPHA3
EFNA1_EPHA4
EFNA1_EPHA5
EFNA1_EPHA7
EFNA1_EPHA8
EFNA1_EPHA10
EFNA1_EPHA6
EFNA2_EPHA2
EFNA2_EPHA1
EFNA2_EPHA3
EFNA2_EPHA4
EFNA2_EPHA5
EFNA2_EPHA7
EFNA2_EPHA8
EFNA2_EPHA10
EFNA2_EPHA6
EFNA3_EPHA2
EFNA3_EPHA1
EFNA3_EPHA3
EFNA3_EPHA4
EFNA3_EPHA5
EFNA3_EPHA7
EFNA3_EPHA8
EFNA3_EPHA10
EFNA3_EPHA6
EFNA4_EPHA2
EFNA4_EPHA1
EFNA4_EPHA3
EFNA4_EPHA4
EFNA4_EPHA5
EFNA4_EPHA7
EFNA4_EPHA8
EFNA4_EPHA10
EFNA4_EPHA6
EFNA4_PDGFRB
EFNA5_EPHA2
EFNA5_EPHA1
EFNA5_EPHA3
EFNA5_EPHA4
EFNA5_EPHA5
EFNA5_EPHA7
EFNA5_EPHA8
EFNA5_EPHB2
EFNA5_EPHA10
EFNA5_EPHA6
ITGB1_EFNA5
EFNB1_EPHA4
EFNB1_EPHB1
EFNB1_EPHB2
EFNB1_EPHB3
EFNB1_EPHB4
EFNB1_EPHB6
EFNB1_ERBB2
SRC_EFNB1
EFNB1_CLDN1
EFNB2_EPHA4
EFNB2_EPHB1
EFNB2_EPHB2
EFNB2_EPHB3
EFNB2_EPHB4
EFNB2_EPHB6
EFNB2_GRM1
EFNB2_GRM5
KDR_EFNB2
EFNB2_PECAM1
EFNB2_RHBDL2
EFNB3_EPHA4
EFNB3_EPHB1
EFNB3_EPHB2
EFNB3_EPHB3
EFNB3_EPHB4
EFNB3_EPHB6
EFNB3_RHBDL2
EGF_ERBB3
EPHA2_EGFR
EGFR_ERBB2
EFEMP1_EGFR
EGFR_FGFR1
FGL1_EGFR
FLT1_EGFR
EPGN_EGFR
NRG1_EGFR
TNC_EGFR
ICAM1_EGFR
IGF1R_EGFR
ITGB4_EGFR
JAK1_EGFR
L1CAM_EGFR
MET_EGFR
MIF_EGFR
MYO1D_EGFR
PLA2G2A_EGFR
PTGIR_EGFR
PTPN6_EGFR
S100A4_EGFR
CDCP1_EGFR
SPINK1_EGFR
EGFR_ADAM17
OSMR_EGFR
EPHA2_FGFR1
EPHA2_FGFR3
PTK2_EPHA2
AHSG_INSR
CADM4_CADM2
CTTN_ENG
RGS19_ENG
FN1_ENG
GDF2_ENG
BMP10_ENG
FAM126B_ENG
ITGA2B_ENG
ITGA5_ENG
ENG_ITGAV
ITGB1_ENG
KDR_ENG
LGALS3_ENG
SMAP1_ENG
SPARC_ENG
TGFB1_ENG
TGFB2_ENG
TGFB3_ENG
TGFBR1_ENG
TRIP6_ENG
ZYX_ENG
KCNAB1_ENG
SCEL_ENG
EPHA1_FGFR1
EPHA1_FGFR3
EPHA1_GPI
EPHA3_FGFR1
EPHA3_FGFR3
EPHA4_FGFR3
PDGFRA_EPHA4
EPHA5_FGFR1
EPHA5_FGFR3
EPHA7_FGFR1
EPHA7_FGFR3
AFDN_EPHA7
AFDN_EPHB2
MMP9_EPHB2
AFDN_EPHB3
AFDN_EPHB6
EPO_EPOR
ERBB2_EPOR
GH1_EPOR
GHR_EPOR
NPTN_EPOR
IFNGR2_EPOR
IL6ST_EPOR
JAK2_EPOR
KDR_EPOR
KIT_EPOR
LYN_EPOR
KITLG_EPOR
PIK3R1_EPOR
SYK_EPOR
SOCS2_EPOR
STUB1_ERBB2
CDC37_ERBB2
ERBB2_ERBB3
ETV5_ERBB2
GRB7_ERBB2
HSP90AA1_ERBB2
HSP90AB1_ERBB2
IL6ST_ERBB2
MET_ERBB2
NGF_ERBB2
PEPD_ERBB2
PIK3R1_ERBB2
PLXNB1_ERBB2
DYM_ERBB2
PRL_ERBB2
PTPRO_ERBB2
SRC_ERBB2
CPNE3_ERBB2
DNAJA3_ERBB2
CADM4_ERBB3
CADM1_ERBB3
GRB7_ERBB3
EPN1_ERBB3
IFNAR1_ERBB3
IFNAR2_ERBB3
IL6ST_ERBB3
ITGA6_ERBB3
ITGB4_ERBB3
MET_ERBB3
PA2G4_ERBB3
PLA2G2A_ERBB3
S100A4_ERBB3
MMP7_ERBB4
ERBB4_ADAM17
ALB_LRP2
ALB_VCAM1
CD6_ALCAM
F2_F2R
F2_F2RL1
F2_F2RL2
F2_GP1BA
F2_ITGA2B
F2_THBD
F2_F2RL3
PROCR_F2R
F2RL1_F2R
GNAI2_F2R
ITGA2B_F2R
ITGB3_F2R
MMP2_F2R
PARD3_F2R
PLG_F2RL1
TPSAB1_F2RL1
PLG_F3
F8_LRP1
F8_LRP2
F8_LRP4
F9_LRP1
F11_GP1BA
F11_GP1BB
F11_GP5
F11_GP9
F12_CD93
F12_GP1BA
F12_GP1BB
F12_GP5
F12_GP9
F13A1_ITGA4
F13A1_ITGA9
F13A1_ITGB1
GCG_FAP
GIP_FAP
GRP_FAP
NPY_FAP
NPPB_FAP
FAP_NPR2
PAM_FAP
PYY_FAP
TAC1_FAP
FBLN1_ITGB1
FBLN2_ITGB3
FBN1_ITGA5
FBN1_ITGAV
FBN1_ITGB1
FBN1_ITGB3
FCAR_SIGLEC14
LILRB2_FCAR
IFNGR1_FCAR
PIGR_FCAR
FCAR_PDCD1LG2
FCAR_SIGLEC10
ITIH2_FCER1A
FCGR1A_LILRB3
FCGR1A_ILDR1
FCGR1A_PILRA
FCGR1A_MOG
FCGR2A_TIGIT
FCGR2A_ILDR1
LCN2_FCGR2A
FCGR2A_MOG
FCGR2A_MPZ
FCGR2A_TARM1
FCGR2A_PDGFRB
SEMA3G_FCGR2A
FCGR2A_BTNL8
IL6_FCGR3B
FCGRT_LILRB2
FCGRT_LILRA2
FGF2_GPC4
GPC4_COL18A1
FGA_ITGA2B
FGA_ITGAX
FGA_ITGB2
FGA_ITGB3
FGA_VCAM1
FGB_ITGA2B
FGB_ITGB3
FGB_VCAM1
FGF1_FGFR1
FGF1_FGFR3
FGF1_FGFR2
FGF1_FGFR4
FGF1_ITGAV
FGF1_ITGB3
FGF1_NRP1
FGF2_FGFR1
FGF2_FGFR3
FGF2_FGFR2
FGF2_FGFR4
FGF2_ITGAV
FGF2_ITGB3
FGF2_FGFRL1
FGF2_SDC1
FGF2_SDC2
FGF2_SDC4
FGF2_THBS1
FGF2_THBS2
FGF2_NRP1
FGF2_SDC3
FGF3_FGFR1
FGF3_FGFR3
FGF3_FGFR2
FGF3_FGFR4
FGF4_FGFR1
FGF4_FGFR3
FGF4_FGFR2
FGF4_FGFR4
FGF4_NRP1
FGF5_FGFR1
FGF5_FGFR3
FGF5_FGFR2
FGF5_FGFR4
FGF6_FGFR1
FGF6_FGFR3
FGF6_FGFR2
FGF6_FGFR4
FGF7_FGFR1
FGF7_FGFR3
FGF7_FGFR2
FGF7_FGFR4
FGF7_NRP1
FGF8_FGFR1
FGF8_FGFR3
FGF8_FGFR2
FGF8_FGFR4
FGF9_FGFR1
FGF9_FGFR3
FGF9_FGFR2
FGF9_FGFR4
FGF10_FGFR1
FGF10_FGFR2
FGF13_SCN5A
FGF13_SCN8A
FRS3_FGFR1
FGF20_FGFR1
FGF21_FGFR1
HSPG2_FGFR1
ANOS1_FGFR1
L1CAM_FGFR1
NCAM1_FGFR1
PDGFRA_FGFR1
FGFRL1_FGFR1
PTK7_FGFR1
NECTIN1_FGFR1
FGFR1_SDC4
SPARC_FGFR1
FGF23_FGFR1
FGF18_FGFR1
FGF17_FGFR1
FGF16_FGFR1
FGF19_FGFR1
IL1RAPL2_FGFR3
FGF20_FGFR3
FGF21_FGFR3
HSP90AA1_FGFR3
FGFR3_SDC4
FGF23_FGFR3
FGF18_FGFR3
FGF17_FGFR3
FGF16_FGFR3
PTCH1_GPC5
SHH_GPC5
FGF20_FGFR2
FGF22_FGFR2
TNFRSF12A_FGFR1
PF4_FGFR2
FGFR2_SDC4
FGF23_FGFR2
FGF18_FGFR2
FGF17_FGFR2
FGF16_FGFR2
LRRTM2_FGFR4
FGF20_FGFR4
FGF21_FGFR4
FGFR4_LAIR1
LAIR2_FGFR4
FGFR4_BCAM
PSG7_FGFR4
PSG9_FGFR4
FGFR4_PTPRD
FGFR4_PTPRS
FGFR4_SDC4
FGFR4_LILRA6
FGF23_FGFR4
FGF18_FGFR4
FGF17_FGFR4
FGF16_FGFR4
FGFR4_UNC5A
FGF19_FGFR4
FGG_ITGA2B
FGG_ITGB3
FGG_VCAM1
VEGFD_FLT4
VEGFD_ITGA9
VEGFD_KDR
VEGFD_NRP2
LRRC4C_NTNG1
SHANK2_ADGRL1
MICA_KLRK1
KLRK1_RAET1E
KLRK1_RAET1L
KLRK1_RAET1G
ULBP3_KLRK1
KLRK1_ULBP2
COL5A3_CD93
SFTPA2_CD93
SHANK2_ADGRL2
DKK1_KREMEN2
DKK1_KREMEN1
NEGR1_IGSF9B
SEMA4A_PLXND1
FLNA_GRM4
FLNA_GRM5
FLNA_GRM7
FLNA_GRM8
FLNA_MTNR1A
FLNA_MTNR1B
FLNA_OPRM1
PGF_FLT1
VEGFA_FLT1
VEGFB_FLT1
FLT3L_FLT3
VEGFC_FLT4
ICOSLG_ICOS
FN1_TMPRSS6
FN1_CD93
FN1_ITGA2
FN1_ITGA9
FN1_LRP4
FN1_MAG
FN1_NT5E
FN1_TNFRSF11B
FN1_PLAUR
PLG_FN1
FN1_SDC1
FN1_SDC2
FN1_SDC4
FN1_TSHR
CLCF1_SORL1
GNAI2_FPR1
SAA1_FPR1
SAA1_FPR2
CCL23_FPR2
SEMA4C_PLXNB2
SEMA4G_PLXNB2
SEMA4A_PLXNB2
CADM1_CADM1
CADM2_CADM1
CADM1_CRTAM
IL17RA_IL17RA
MDK_ALK
PTN_ALK
DEFB106A_CCR2
FRZB_MYOC
FSHB_FSHR
ITGA6_ADAM2
ADAM2_ITGA9
ITGB1_ADAM2
