CellCDmT,iTALK,CellPhoneDB,NATMI,CellChat
CD274_CD80,,,,
CD274_PDCD1,,,,
NPPC_NPR3,,,,
NPPC_NPR2,,,,
NPPC_NPR1,,,,
NPPB_DPP4,,,,
NPPB_NPR3,,,,
NPPB_NPR2,,,,
NPPB_NPR1,,,,
OSTN_NPR3,,,,
NPPA_NPR3,,,,
NPPA_NPR2,,,,
NPPA_NPR1,,,,
SEMA3B_NRP1,,,,
SEMA3B_NRP2,,,,
PGF_NRP1,,,,
PGF_NRP2,,,,
PGF_FLT1,,,,
NCAM1_FGFR2,,,,
NCAM1_FGFR1,,,,
NCAM1_GFRA1,,,,
NCAM1_ROBO1,,,,
NCAM1_PTPRA,,,,
NCAM1_CACNA1C,,,,
NRG3_ERBB4,,,,
NRG3_ERBB2,,,,
NRG3_ERBB3,,,,
AREG_EGFR,,,,
AREG_ERBB3,,,,
NRG2_ERBB4,,,,
NRG2_ERBB2,,,,
NRG2_ERBB3,,,,
BTC_EGFR,,,,
BTC_ERBB4,,,,
BTC_ERBB2,,,,
BTC_ERBB3,,,,
IGF2_IGF2R,,,,
IGF2_IGF1R,,,,
IGF2_INSR,,,,
SEMA4D_MET,,,,
SEMA4D_ERBB2,,,,
SEMA4D_PLXNB2,,,,
SEMA4D_PLXNB1,,,,
SEMA4D_CD72,,,,
NRG4_EGFR,,,,
NRG4_ERBB4,,,,
NRG4_ERBB2,,,,
IFNW1_IFNAR2,,,,
IFNW1_IFNAR1,,,,
IFNA16_IFNAR2,,,,
IFNA16_IFNAR1,,,,
IFNA14_IFNAR2,,,,
IFNA14_IFNAR1,,,,
IFNA17_IFNAR2,,,,
IFNA17_IFNAR1,,,,
IFNA4_IFNAR2,,,,
IFNA4_IFNAR1,,,,
IFNA13_IFNAR2,,,,
IFNA13_IFNAR1,,,,
IFNA5_IFNAR2,,,,
IFNA5_IFNAR1,,,,
IFNB1_IFNAR2,,,,
IFNB1_IFNAR1,,,,
IFNA6_IFNAR2,,,,
IFNA6_IFNAR1,,,,
IFNA10_IFNAR2,,,,
IFNA10_IFNAR1,,,,
IFNA8_IFNAR2,,,,
IFNA8_IFNAR1,,,,
IFNE_IFNAR2,,,,
IFNE_IFNAR1,,,,
IFNA21_IFNAR2,,,,
IFNA21_IFNAR1,,,,
IFNA2_IFNAR2,,,,
IFNA2_IFNAR1,,,,
IL20_IL20RA,,,,
IL20_IL22RA1,,,,
IL20_IL20RB,,,,
IL24_IL10RB,,,,
IL24_IL20RA,,,,
IL24_IL22RA1,,,,
IL24_IL20RB,,,,
PTPN11_FCRL4,,,,
ZP3_EGFR,,,,
EFEMP1_EGFR,,,,
FGL1_EGFR,,,,
ARF4_EGFR,,,,
ANG_EGFR,,,,
LRIG2_EGFR,,,,
EPGN_EGFR,,,,
DLK2_NOTCH1,,,,
MFAP5_NOTCH1,,,,
MFAP2_NOTCH1,,,,
RBP3_NOTCH1,,,,
NTNG1_LRRC4C,,,,
SPINT1_ST14,,,,
CXCL2_ADRA2A,,,,
CXCL2_MTNR1A,,,,
CXCL2_GRM7,,,,
CXCL2_CXCR2,,,,
CXCL2_DPP4,,,,
CXCL2_CXCR1,,,,
CXCL2_XCR1,,,,
CXCL1_ADRA2A,,,,
CXCL1_MTNR1A,,,,
CXCL1_GRM7,,,,
CXCL1_CXCR2,,,,
CXCL1_CXCR1,,,,
PPY_ADRA2A,,,,
PPY_MTNR1A,,,,
PPY_GRM7,,,,
PPY_NPY5R,,,,
PPY_NPY1R,,,,
PPY_NPY4R,,,,
PPY_NPY2R,,,,
SORBS1_ITGB5,,,,
SORBS1_ITGA1,,,,
SORBS1_INSR,,,,
MATN1_ITGA1,,,,
PLA2G10_PLA2R1,,,,
IL34_CSF1R,,,,
IL25_IL17RB,,,,
IFNL2_IL10RB,,,,
IFNL2_IFNLR1,,,,
IFNL1_IL10RB,,,,
IFNL1_IFNLR1,,,,
IFNL3_IL10RB,,,,
IFNL3_IFNLR1,,,,
GPI_AMFR,,,,
DEFB106A_CCR2,,,,
CCL14_ACKR2,,,,
CCL14_CCR1,,,,
CCL14_CCR5,,,,
CCL14_CCR3,,,,
CCL3_CCR4,,,,
CCL3_ACKR2,,,,
CCL3_CCR1,,,,
CCL3_CCR5,,,,
CCL3_CCR3,,,,
CCL3L3_ACKR2,,,,
CCL3L3_CCR5,,,,
CCL4_ACKR2,,,,
CCL4_CCR8,,,,
CCL4_CCR1,,,,
CCL4_CCR5,,,,
CCL4_CCR3,,,,
CCL4_CNR2,,,,
FGF12_FGFR2,,,,
FGF12_FGFR4,,,,
FGF12_FGFR1,,,,
FGF12_FGFR3,,,,
ANGPT1_ITGB1,,,,
ANGPT1_ITGA5,,,,
ANGPT1_TEK,,,,
ANGPT1_TIE1,,,,
WNT8A_LRP5,,,,
WNT8B_LRP5,,,,
CGB5_LHCGR,,,,
CCK_CCKBR,,,,
CCK_CCKAR,,,,
IL17A_IL17RC,,,,
IL17A_IL17RA,,,,
IL17F_IL17RC,,,,
IL17F_IL17RA,,,,
CCL15_CCR1,,,,
CCL15_CCR3,,,,
CCL23_ACKR2,,,,
CCL23_CCR1,,,,
CCL18_CCR8,,,,
CCL18_CCR1,,,,
CCL18_CCR3,,,,
LTBP3_ITGB5,,,,
LTBP1_ITGB5,,,,
MST1_MST1R,,,,
CHAD_ITGB1,,,,
CHAD_ITGA2,,,,
NUCB2_ERAP1,,,,
FAT4_DCHS1,,,,
TAC3_TACR2,,,,
TAC3_TACR3,,,,
TAC3_TACR1,,,,
AHSG_INSR,,,,
CD86_CD28,,,,
CD86_CTLA4,,,,
ACE2_SLC6A19,,,,
CD6_ALCAM,,,,
TSLP_IL7R,,,,
CER1_MRC2,,,,
CRISP2_CATSPER1,,,,
XCL2_XCR1,,,,
CD200_CD200R1,,,,
C4B_CD46,,,,
C4B_CR1,,,,
IL19_IL20RA,,,,
IL19_IL20RB,,,,
EDN1_EDNRA,,,,
EDN1_EDNRB,,,,
EDN1_KEL,,,,
ICOSLG_ICOS,,,,
SEMA4B_DCBLD2,,,,
UTS2B_UTS2R,,,,
PDX1_SLC2A2,,,,
PTMA_VIPR1,,,,
TNFSF18_TNFRSF18,,,,
F11_GP1BA,,,,
APOD_LEPR,,,,
DKK3_KREMEN1,,,,
OBP2A_OR1G1,,,,
BSG_SELE,,,,
AMELX_LAMP1,,,,
IL6_IL6ST,,,,
IL6_F3,,,,
IL6_IL6R,,,,
IL6_HRH1,,,,
F7_F3,,,,
RGMA_NEO1,,,,
RGMA_BMPR2,,,,
RGMA_BMPR1B,,,,
RGMA_TFR2,,,,
RGMA_HFE,,,,
MMP12_PLAUR,,,,
WNT5B_KLRG2,,,,
CD5L_CD5,,,,
PIGA_PIGR,,,,
GSTO1_RYR1,,,,
ADA_DPP4,,,,
CEACAM16_TECTB,,,,
CEACAM16_TECTA,,,,
CD58_CD2,,,,
CD59_CD2,,,,
ANGPT4_TEK,,,,
ANGPT4_TIE1,,,,
IRAK4_TLR6,,,,
IRAK4_TLR4,,,,
IRAK4_TLR7,,,,
ALOX5AP_ALOX5,,,,
COLQ_MUSK,,,,
PLTP_ABCA1,,,,
NPNT_ITGB1,,,,
NPNT_ITGA8,,,,
MEPE_PHEX,,,,
COL8A2_SLC4A11,,,,
SPTBN2_PTPRA,,,,
APOC1_VLDLR,,,,
APOC4_VLDLR,,,,
QRFP_QRFPR,,,,
DSPP_ITGB1,,,,
SPON2_ITGB2,,,,
SPON2_ITGAM,,,,
SYTL3_NRXN1,,,,
PRG4_CD44,,,,
VIM_CD44,,,,
CXCL17_GPR35,,,,
GDF10_ACVR1B,,,,
C4BPA_CX3CR1,,,,
LYZ_CNR1,,,,
GDF7_TNFRSF10C,,,,
FBLN1_CX3CR1,,,,
COL9A1_CX3CR1,,,,
CD70_CNR1,,,,
GDF7_PTH1R,,,,
PIP_PTH1R,,,,
ANGPTL2_CX3CR1,,,,
TNFSF4_CX3CR1,,,,
INS_CNR1,,,,
PTHLH_CX3CR1,,,,
COL2A1_CX3CR1,,,,
EFNB2_CNR1,,,,
HSPA8_CX3CR1,,,,
CCL3L3_CX3CR1,,,,
EDA_TGFBR2,,,,
C4BPA_ADRA2A,,,,
TNC_CNR1,,,,
RPH3A_TGFBR2,,,,
COL9A1_ADRA2A,,,,
FBLN1_ADRA2A,,,,
TFPI_CNR1,,,,
SFRP1_CNR1,,,,
GH1_GPR20,,,,
COL9A2_GRM7,,,,
COL9A2_TGFBR2,,,,
TNC_TGFBR2,,,,
CCL17_CNR1,,,,
CCL3_CCR10,,,,
RGMB_CNR1,,,,
TNF_CNR1,,,,
PDCD1LG2_CX3CR1,,,,
THBS1_CNR1,,,,
FGF18_CX3CR1,,,,
FYN_ITGA6,,,,
GH1_CNR1,,,,
CCL13_TGFBR2,,,,
CALCB_CX3CR1,,,,
CXCL13_CNR1,,,,
HSPA8_ADRA2A,,,,
PRL_CX3CR1,,,,
INSL3_CX3CR1,,,,
IGFBP4_CX3CR1,,,,
ARTN_CX3CR1,,,,
ANGPT4_CNR1,,,,
CSHL1_CNR1,,,,
RAET1G_GRM7,,,,
CCL18_CNR1,,,,
CCL15_CX3CR1,,,,
BST1_CNR1,,,,
VCAN_PLXNB2,,,,
GDF7_ADRA2A,,,,
PIP_ADRA2A,,,,
ADAM15_ADRA2A,,,,
GSTP1_CX3CR1,,,,
CCL3_CX3CR1,,,,
CCL3_FZD5,,,,
F12_CNR1,,,,
AGRN_ADRA2A,,,,
HDC_CNR1,,,,
WNT6_CNR1,,,,
ADM_CX3CR1,,,,
FGF16_TGFBR2,,,,
FGF18_ADRA2A,,,,
TFPI_TGFBR2,,,,
IFNA7_CX3CR1,,,,
CALCB_ADRA2A,,,,
CCL1_CX3CR1,,,,
CCL22_CX3CR1,,,,
PRL_FZD5,,,,
GDF7_RAMP2,,,,
PIP_RAMP2,,,,
SERPINE1_CNR1,,,,
NUCB2_CNR1,,,,
RAET1G_CNR1,,,,
FYN_PLXNB2,,,,
ANGPTL2_ADRA2A,,,,
FYN_OXTR,,,,
NTNG1_CNR1,,,,
PRL_FPR3,,,,
AGRN_CX3CR1,,,,
GH1_VIPR2,,,,
BTLA_CX3CR1,,,,
NTN1_CX3CR1,,,,
GH1_TLR6,,,,
INHBC_CCR10,,,,
NTN1_ADRA2A,,,,
F8_CNR1,,,,
INHBC_GPR20,,,,
GDF7_CX3CR1,,,,
PIP_CX3CR1,,,,
ADAM15_CX3CR1,,,,
SHBG_TGFBR2,,,,
GH1_RAMP2,,,,
PTHLH_ADRA2A,,,,
KNG1_TGFBR2,,,,
COL9A1_FPR3,,,,
EFEMP2_TGFBR2,,,,
ARTN_ADRA2A,,,,
CCL3L3_ADRA2A,,,,
GDF9_CNR1,,,,
DMP1_CNR1,,,,
BTLA_ADRA2A,,,,
FYN_GRM7,,,,
TNFSF18_CNR1,,,,
TGFB2_CNR1,,,,
INHBC_FZD5,,,,
RNASE2_CNR1,,,,
HGF_TGFBR2,,,,
ANGPT2_CNR1,,,,
COL4A4_CNR1,,,,
ADM2_FZD5,,,,
FGF16_OXTR,,,,
TIMP3_CNR1,,,,
FGF10_CNR1,,,,
NDP_CX3CR1,,,,
APLN_CNR1,,,,
IL11_TLR6,,,,
BST2_CNR1,,,,
RLN3_OSMR,,,,
IL11_CNR1,,,,
HAS2_CNR1,,,,
EBI3_RYR2,,,,
CTHRC1_CNR1,,,,
ULBP1_TGFBR2,,,,
CCL8_TGFBR2,,,,
TNFSF4_ADRA2A,,,,
VCAN_CFTR,,,,
VCAN_KDR,,,,
IL31_VIPR2,,,,
VIP_CNR1,,,,
CCL14_CX3CR1,,,,
GDF7_GPR20,,,,
PIP_GPR20,,,,
ADAM15_GPR20,,,,
WNT2B_CNR1,,,,
LGALS8_TGFBR2,,,,
DKK2_CNR1,,,,
NPPA_CNR1,,,,
ADM2_CCR10,,,,
PDCD1LG2_CCR3,,,,
VCAN_ITGA6,,,,
C4BPA_FPR3,,,,
SYK_TGFBR2,,,,
SEMA3G_CNR1,,,,
FSHB_CX3CR1,,,,
CD200_CNR1,,,,
INHBC_ACKR2,,,,
EBI3_GHSR,,,,
IL31_GPR20,,,,
IL11_OXTR,,,,
VWF_CNR1,,,,
WNT3A_CNR1,,,,
RPH3A_PLXNB2,,,,
UTS2_CNR1,,,,
MDK_CNR1,,,,
IFNA7_ADRA2A,,,,
CCL19_TGFBR2,,,,
DEFB106A_CX3CR1,,,,
GH1_APCDD1,,,,
PDCD1LG2_CCR10,,,,
COL2A1_ADRA2A,,,,
GDF9_TLR6,,,,
EFNB2_GHSR,,,,
COL5A2_CNR1,,,,
DSCAM_TLR6,,,,
GDF15_TGFBR2,,,,
DSCAM_CNR1,,,,
P4HB_CNR1,,,,
CD14_TGFBR2,,,,
AGT_CNR1,,,,
FYN_PLXNA1,,,,
LACRT_CNR1,,,,
TNFSF8_CX3CR1,,,,
NUCB2_TGFBR2,,,,
LAMA1_GPR20,,,,
CCL14_CCR3,,,,
ARTN_FPR3,,,,
LTBP3_CNR1,,,,
HSPA8_FPR3,,,,
EGF_CNR1,,,,
IGFBP4_ADRA2A,,,,
IL11_TGFBR2,,,,
KNG1_ITGA6,,,,
ANGPTL2_FPR3,,,,
TGFA_TGFBR2,,,,
FYN_TLR6,,,,
EDA_ITGA6,,,,
CCL22_FZD5,,,,
CCL22_CCR10,,,,
RBP4_TGFBR2,,,,
CLEC2A_CNR1,,,,
INSL3_ADRA2A,,,,
FGF16_GRM7,,,,
HP_CX3CR1,,,,
ADCYAP1_CX3CR1,,,,
MMP13_CNR1,,,,
EDA_PLXNB2,,,,
MEGF10_CX3CR1,,,,
GNRH1_CX3CR1,,,,
INS_TGFBR2,,,,
BMP2_TGFBR2,,,,
PRL_GPR20,,,,
TNFSF15_CNR1,,,,
FST_CX3CR1,,,,
ARTN_TLR6,,,,
GH1_MTNR1A,,,,
ADCYAP1_ADRA2A,,,,
APOA2_CNR1,,,,
CD40LG_GHSR,,,,
WNT3A_TGFBR2,,,,
COL4A6_ADRA2A,,,,
LAMB2_TGFBR2,,,,
HCRT_CNR1,,,,
VCAN_ITGA7,,,,
FST_FPR3,,,,
SFTPD_CNR1,,,,
WNT3A_OSMR,,,,
CCL23_CX3CR1,,,,
ADM_ADRA2A,,,,
GSTP1_ADRA2A,,,,
CD70_TGFBR2,,,,
GH1_RAMP3,,,,
FGF9_CNR1,,,,
INHBC_VIPR2,,,,
THPO_TLR6,,,,
SEMA3C_CNR1,,,,
GDF7_CD4,,,,
PIP_CD4,,,,
TNF_OSMR,,,,
GDF9_BAMBI,,,,
ICAM3_CNR1,,,,
APLN_TGFBR2,,,,
TGFA_OXTR,,,,
RPH3A_OSMR,,,,
CCL15_ADRA2A,,,,
PGF_CNR1,,,,
IGF1_VIPR2,,,,
NPS_CNR1,,,,
CCL7_CNR1,,,,
CD40LG_RYR2,,,,
TNFSF4_FPR3,,,,
CD14_ITGA6,,,,
OSM_CNR1,,,,
LGALS9_CX3CR1,,,,
CCL2_CX3CR1,,,,
OBP2A_OSMR,,,,
PTH_GHSR,,,,
GAS6_CNR1,,,,
BMP3_CNR1,,,,
IL26_CX3CR1,,,,
NPPC_CX3CR1,,,,
LIF_GRM7,,,,
DRAXIN_TGFBR2,,,,
PDCD1LG2_FZD5,,,,
TFPI_GRM7,,,,
THBS1_TGFBR2,,,,
NTS_ADRA2A,,,,
GDF7_CRHR2,,,,
PIP_CRHR2,,,,
PPY_CNR1,,,,
CCL14_ADRA2A,,,,
RPH3A_GRM7,,,,
GDF9_GRM7,,,,
COL16A1_TLR6,,,,
GAL_TGFBR2,,,,
GDF6_GRM7,,,,
SEMA3D_OSMR,,,,
ICAM2_CX3CR1,,,,
OBP2A_CNR1,,,,
CCL3_SDC2,,,,
LIF_CNR1,,,,
FGB_PLXNB2,,,,
DKK4_ADRA2A,,,,
CSHL1_TLR6,,,,
SEMA3D_PTPRK,,,,
FYN_OSMR,,,,
FCN2_CNR1,,,,
ICOSLG_CNR1,,,,
GDF7_GRM4,,,,
PIP_GRM4,,,,
CXCL10_CNR1,,,,
NLGN3_GPR20,,,,
FBLN2_GPR20,,,,
NLGN3_FZD5,,,,
KNG1_PLXNB2,,,,
GH1_PTH1R,,,,
INHBB_CNR1,,,,
FN1_ITGA6,,,,
ADM2_CCR3,,,,
PF4_CX3CR1,,,,
RPH3A_OXTR,,,,
HPX_CNR1,,,,
COL2A1_FPR3,,,,
TNC_PLXNB2,,,,
PRL_VIPR2,,,,
DEFB106A_CCR3,,,,
CCL21_GPR20,,,,
GDF7_GLP1R,,,,
PIP_GLP1R,,,,
MFGE8_CX3CR1,,,,
ANGPT4_TGFBR2,,,,
CALCB_FPR3,,,,
IL1F10_CX3CR1,,,,
CD99_FPR3,,,,
CD40LG_GRM7,,,,
GNAS_CNR1,,,,
PTHLH_FPR3,,,,
RIMS2_CNR1,,,,
PTPN11_CNR1,,,,
NTS_CX3CR1,,,,
EFNB1_CNR1,,,,
LYZ_PLXNB2,,,,
CXCL12_CNR1,,,,
WNT2B_TGFBR2,,,,
SEMA4C_FZD5,,,,
GDF7_HRH3,,,,
PIP_HRH3,,,,
WNT3A_PLXNB2,,,,
LTBP3_TGFBR2,,,,
COL4A5_CNR1,,,,
ADM2_GPR20,,,,
HLA_E,,,,
SEMA4A_OSMR,,,,
BTC_CX3CR1,,,,
PYY_CNR1,,,,
NRG1_OXTR,,,,
LAMA1_PTH1R,,,,
CXCL13_GRM7,,,,
EDA_GRM7,,,,
SPON2_CNR1,,,,
FGF16_OSMR,,,,
FST_GPR20,,,,
DKK4_CX3CR1,,,,
LIF_TGFBR2,,,,
BTC_ADRA2A,,,,
TFPI_PLXNB2,,,,
LAMA1_VIPR2,,,,
RAET1G_TLR6,,,,
EFEMP2_OXTR,,,,
VEGFC_CNR1,,,,
DSC3_CNR1,,,,
TAC4_FPR3,,,,
GSTM2_CNR1,,,,
NTNG2_VIPR2,,,,
CSF1_CNR1,,,,
GH1_CCR3,,,,
COL18A1_CNR1,,,,
MMP9_CX3CR1,,,,
CCL17_TGFBR2,,,,
FBLN1_FPR3,,,,
IL11_GRM7,,,,
ADAM2_CNR1,,,,
F12_TGFBR2,,,,
CD40LG_CNR1,,,,
CXCL9_TGFBR2,,,,
PDCD1LG2_ADRA2A,,,,
CSHL1_TGFBR2,,,,
KNG1_ITGA1,,,,
NTNG2_CXCR4,,,,
PODXL_CNR1,,,,
GH2_OSMR,,,,
LYZ_OSMR,,,,
FBLN2_VIPR2,,,,
NRG1_CNR1,,,,
COL4A4_GRM7,,,,
PSAP_CX3CR1,,,,
CSHL1_GRM7,,,,
BST1_TGFBR2,,,,
CD5L_CNR1,,,,
THPO_CNR1,,,,
DEFB103A_CX3CR1,,,,
LGALS8_OXTR,,,,
GH1_DPP4,,,,
DLK1_CNR1,,,,
CEACAM1_CX3CR1,,,,
NLGN3_ACKR2,,,,
PSAP_VIPR2,,,,
APOA1_CX3CR1,,,,
PDCD1LG2_ACKR4,,,,
GH1_ROBO2,,,,
GDF7_HTR1D,,,,
PIP_HTR1D,,,,
LAMA5_CNR1,,,,
EFNB3_OXTR,,,,
ARTN_ADRB2,,,,
PTH_CNR1,,,,
KNG1_TLR6,,,,
S100A10_CNR1,,,,
SFRP1_TGFBR2,,,,
ORM1_CNR1,,,,
PDGFC_CNR1,,,,
CORT_OXTR,,,,
COL9A1_CCR3,,,,
CCL3_ADRA2A,,,,
GNAI2_CNR1,,,,
FST_VIPR2,,,,
LGALS8_GRM7,,,,
FGF23_TLR6,,,,
GH1_TACR3,,,,
EBI3_BAMBI,,,,
DSCAM_ACKR4,,,,
COL16A1_GRM7,,,,
GH1_TSHR,,,,
WNT8A_CNR1,,,,
IL37_CNR1,,,,
MMP9_ADRA2A,,,,
COL16A1_OSMR,,,,
IFNL3_CNR1,,,,
FGF14_CNR1,,,,
PLAU_GHSR,,,,
POMC_CNR1,,,,
WNT3A_GRM7,,,,
HLA_C,,,,
MMP2_CX3CR1,,,,
ZP3_CNR1,,,,
NXPH2_CNR1,,,,
TNFSF8_FPR3,,,,
PDGFB_CNR1,,,,
DSCAM_ADRB2,,,,
COL4A6_CX3CR1,,,,
SHH_GRM7,,,,
WNT3A_TLR6,,,,
FGF16_PLXNB2,,,,
SFRP1_GRM7,,,,
MMP12_CNR1,,,,
FGF14_SLC2A2,,,,
IL11_CX3CR1,,,,
F7_CNR1,,,,
NMS_TLR6,,,,
OSM_TLR6,,,,
GDF7_TLR6,,,,
PIP_TLR6,,,,
ADAM15_TLR6,,,,
IFNA7_FPR3,,,,
SEMA3D_CNR1,,,,
SEMA3D_TLR6,,,,
DLK1_OSMR,,,,
WNT6_GRM7,,,,
COL9A2_TLR6,,,,
CCL14_ACKR2,,,,
CRP_CX3CR1,,,,
GH2_TLR6,,,,
GH1_CXCR3,,,,
BMP3_GRM7,,,,
TNFSF8_ADRA2A,,,,
KNG1_OXTR,,,,
BMP8B_CNR1,,,,
VWF_TGFBR2,,,,
GH1_TGFBR2,,,,
RLN3_GRM7,,,,
NTNG2_RAMP3,,,,
BGN_CNR1,,,,
TNFSF15_TGFBR2,,,,
DEFB103A_GPR20,,,,
CCL15_FPR3,,,,
MMP7_PLXNB2,,,,
BST2_TLR6,,,,
C4BPA_TLR6,,,,
ALOX5AP_CNR1,,,,
IL1F10_ACKR4,,,,
GDF7_S1PR3,,,,
PIP_S1PR3,,,,
COL4A4_TGFBR2,,,,
ANGPTL2_FZD5,,,,
VCAN_EPHA2,,,,
ANGPT4_GRM7,,,,
LHB_CNR1,,,,
IGF1_GPR20,,,,
NLGN3_CCR10,,,,
FYN_ITGAL,,,,
ICAM2_ADRA2A,,,,
SLPI_GRM7,,,,
LYZ_CFTR,,,,
VCAN_ITGAL,,,,
PTH2_CX3CR1,,,,
ANGPT4_OSMR,,,,
AVP_ADRA2A,,,,
GH1_LRRC4C,,,,
TNC_OXTR,,,,
FST_ADRA2A,,,,
NMU_CX3CR1,,,,
LAMC2_PLXNB2,,,,
OBP2A_TLR6,,,,
FGF4_CNR1,,,,
CD6_CX3CR1,,,,
SEMA4C_CCR3,,,,
TNFSF4_TLR6,,,,
NTN4_OSMR,,,,
CXCL13_TGFBR2,,,,
THPO_TGFBR2,,,,
ANGPT4_OXTR,,,,
RSPO1_CX3CR1,,,,
CCL1_GPR20,,,,
RAET1G_TGFBR2,,,,
COL6A3_CX3CR1,,,,
EFNB3_GRM7,,,,
TNFSF15_GRM7,,,,
CCL18_TGFBR2,,,,
LIPH_CNR1,,,,
BGN_GRM7,,,,
NRG1_OSMR,,,,
BMP1_GRM7,,,,
ADAM28_CNR1,,,,
NTNG2_GPR20,,,,
CCL3_ACKR2,,,,
TGFA_GRM7,,,,
CCL7_GRM7,,,,
BMP1_PLXNB2,,,,
SORBS1_CNR1,,,,
NLGN2_FZD5,,,,
PROS1_OXTR,,,,
CALCA_TGFBR2,,,,
FGF18_FPR3,,,,
EFNB2_GRM7,,,,
WNT2_CNR1,,,,
HEBP1_CNR1,,,,
CNTF_CNR1,,,,
PROS1_CNR1,,,,
VCAN_OXTR,,,,
BMP3_RYR2,,,,
SERPING1_CX3CR1,,,,
SEMA3D_GPR20,,,,
ANGPT1_CNR1,,,,
VCAN_OSMR,,,,
NTN1_FPR3,,,,
GNRH1_FPR3,,,,
OLFM2_OXTR,,,,
SEMA3D_GRM7,,,,
SEMA3C_TGFBR2,,,,
MMP7_ITGA1,,,,
BST2_RYR2,,,,
BTC_FPR3,,,,
WNT6_TLR6,,,,
GDF7_OLR1,,,,
PIP_OLR1,,,,
EFNB3_TLR6,,,,
VEGFC_GRM7,,,,
GH1_OXTR,,,,
LTBP1_CNR1,,,,
GH1_OSMR,,,,
NPPC_ADRA2A,,,,
NLGN3_CCR3,,,,
ANGPTL2_DPP4,,,,
SFRP2_CNR1,,,,
WNT6_TGFBR2,,,,
CCL1_VIPR2,,,,
GDF9_TGFBR2,,,,
NMU_ADRA2A,,,,
CD70_PLXNB2,,,,
PRL_PTH1R,,,,
KISS1_GPR20,,,,
RLN3_TLR6,,,,
FST_PTH1R,,,,
AANAT_CNR1,,,,
TGM2_TLR6,,,,
IGFBP4_FPR3,,,,
EFNB2_TLR6,,,,
CALM2_CNR1,,,,
EFNB2_PLXNB2,,,,
EFNB2_RYR2,,,,
FN1_ITGA1,,,,
BMP2_PLXNB2,,,,
ARPC5_CNR1,,,,
CXCL13_GHSR,,,,
HLA_C,,,,
EFNB2_TGFBR2,,,,
CCL2_ADRA2A,,,,
TSHB_CNR1,,,,
CXCL14_CNR1,,,,
GH1_RYR2,,,,
GH1_SDC2,,,,
LYZ_GRM7,,,,
DRAXIN_OXTR,,,,
FGF9_TGFBR2,,,,
OBP2A_GRM7,,,,
PDAP1_CNR1,,,,
COL16A1_CNR1,,,,
COL4A2_TGFBR2,,,,
GH1_NRP2,,,,
AGT_GRM7,,,,
INS_GRM7,,,,
CXCL13_PLXNB2,,,,
PDCD1LG2_ACKR2,,,,
NMU_FPR3,,,,
AGRN_FPR3,,,,
WNT16_CNR1,,,,
TIMP3_GRM7,,,,
IL19_FPR3,,,,
IL11_ADRA2A,,,,
LGALS9_ADRA2A,,,,
CCL3_CCR3,,,,
MMP7_GRM7,,,,
MDK_TGFBR2,,,,
APP_OSMR,,,,
CCL22_CCR3,,,,
PPY_TGFBR2,,,,
FGB_GRM7,,,,
PSAP_PTH1R,,,,
NLGN3_VIPR2,,,,
CGN_CNR1,,,,
LEFTY1_CNR1,,,,
MDK_OXTR,,,,
EBI3_LHCGR,,,,
VCAN_TLR6,,,,
EFEMP2_PLXNB2,,,,
F8_ITGA1,,,,
GAS6_TGFBR2,,,,
COL9A2_PLXNA1,,,,
DLL1_OXTR,,,,
RGMB_TGFBR2,,,,
EBI3_OSMR,,,,
CD99_ADRA2A,,,,
PDCD1LG2_DPP4,,,,
NPPC_FPR3,,,,
SEMA4B_CX3CR1,,,,
COL11A1_TLR6,,,,
SLURP1_CNR1,,,,
COL4A4_OXTR,,,,
GH1_ADORA2A,,,,
DLL1_GRM7,,,,
GH2_FPR3,,,,
L1CAM_TGFBR2,,,,
GH1_SLC18A3,,,,
HSP90B1_TGFBR2,,,,
PODXL_GRM7,,,,
CXCL12_GRM7,,,,
OLFM2_TGFBR2,,,,
IL11_GHSR,,,,
GDF11_TGFBR2,,,,
COL4A4_OSMR,,,,
SORBS1_OSMR,,,,
FGF4_OXTR,,,,
NPS_GRM7,,,,
PTH_GRM7,,,,
IL33_CX3CR1,,,,
FGF21_ADRA2A,,,,
GDF15_ITGA6,,,,
FASLG_CX3CR1,,,,
TNFSF4_ACKR4,,,,
SEMA3D_CX3CR1,,,,
EPGN_CNR1,,,,
HP_ADRA2A,,,,
APP_CNR1,,,,
COL4A3_GRM7,,,,
LGALS8_OSMR,,,,
IL13_CNR1,,,,
SEMA3C_OXTR,,,,
DSCAM_OSMR,,,,
IL19_CX3CR1,,,,
BTLA_GPR20,,,,
MBL2_CNR1,,,,
CCL3L3_ACKR2,,,,
CXCL14_CX3CR1,,,,
NLGN2_CCR3,,,,
GH1_CD200R1,,,,
MFNG_CCR10,,,,
EPGN_OSMR,,,,
TDGF1_OSMR,,,,
SEMA3A_OXTR,,,,
OXT_CNR1,,,,
KNG1_CFTR,,,,
APP_ROR2,,,,
SEMA4G_CNR1,,,,
THPO_GRM7,,,,
BMP3_TGFBR2,,,,
EFNA4_CNR1,,,,
IL31_RAMP2,,,,
ADM_FPR3,,,,
SEMA3F_CNR1,,,,
BGN_GHSR,,,,
ARTN_DPP4,,,,
NPTX1_CNR1,,,,
DMP1_TGFBR2,,,,
XCL2_GRM7,,,,
GH1_OPRL1,,,,
EDN1_CNR1,,,,
GH1_CXCR5,,,,
